,zeta_46m,phi_w,phi_w*
2013-06-17 09:30:00,-0.11799019,1.13269811042,1.38286490343
2013-06-17 10:00:00,-0.090902511,1.17016419182,1.35462644993
2013-06-17 10:30:00,-0.040396814,1.19228424067,1.29858328546
2013-06-17 11:00:00,-0.021638168,1.15802390076,1.27648268178
2013-06-17 11:30:00,-0.11323718,1.14814431708,1.37799332053
2013-06-17 12:00:00,-0.033828429,1.17310398312,1.29093065291
2013-06-17 12:30:00,-0.070645355,1.26756876874,1.33271284273
2013-06-17 13:00:00,-0.054497541,1.10041665975,1.31471380844
2013-06-17 13:30:00,-0.18356413,1.35231142555,1.44683353001
2013-06-17 14:00:00,-0.12335875,1.17464297849,1.38832643255
2013-06-17 14:30:00,,,1.25
2013-06-17 15:00:00,0.030967825,1.12195177841,1.25
2013-06-17 15:30:00,-0.17319243,1.17249524126,1.43709102732
2013-06-17 16:00:00,,,1.25
2013-06-17 16:30:00,,,1.25
2013-06-17 17:00:00,,,1.25
2013-06-17 17:30:00,,,1.25
2013-06-17 18:00:00,,,1.25
2013-06-17 18:30:00,0.47299499,1.22283687225,1.25
2013-06-17 19:00:00,0.58489915,1.33279296922,1.25
2013-06-17 19:30:00,,,1.25
2013-06-17 20:00:00,,,1.25
2013-06-17 20:30:00,,,1.25
2013-06-17 21:00:00,1.158486,1.37704967697,1.25
2013-06-17 21:30:00,0.55371178,1.29954124958,1.25
2013-06-17 22:00:00,0.54989089,1.32468641203,1.25
2013-06-17 22:30:00,0.74027682,1.61340989923,1.25
2013-06-17 23:00:00,,,1.25
2013-06-17 23:30:00,,,1.25
2013-06-18 00:00:00,,,1.25
2013-06-18 00:30:00,,,1.25
2013-06-18 01:00:00,,,1.25
2013-06-18 01:30:00,,,1.25
2013-06-18 02:00:00,,,1.25
2013-06-18 02:30:00,0.85672842,1.37559769828,1.25
2013-06-18 03:00:00,0.77726559,1.28787617953,1.25
2013-06-18 03:30:00,0.96036386,1.38296562464,1.25
2013-06-18 04:00:00,,,1.25
2013-06-18 04:30:00,1.086253,1.56255028347,1.25
2013-06-18 05:00:00,,,1.25
2013-06-18 05:30:00,0.90504055,1.60489450914,1.25
2013-06-18 06:00:00,,,1.25
2013-06-18 06:30:00,,,1.25
2013-06-18 07:00:00,-0.79926373,1.37630065018,1.87921112575
2013-06-18 07:30:00,-0.30261559,1.28623260383,1.55033128162
2013-06-18 08:00:00,-0.52157557,1.37691404558,1.71102771634
2013-06-18 08:30:00,-0.24818086,1.22065060981,1.50477143235
2013-06-18 09:00:00,-0.10795125,1.19028853887,1.37253475279
2013-06-18 09:30:00,-0.089633857,1.26657748753,1.35327478967
2013-06-18 10:00:00,-0.052726811,1.10503913552,1.31270988065
2013-06-18 10:30:00,-0.09307594,1.13527436276,1.35693583426
2013-06-18 11:00:00,-0.095047561,1.03302456796,1.35902400829
2013-06-18 11:30:00,-0.086364253,1.11979011609,1.34977875568
2013-06-18 12:00:00,-0.15191664,1.28924485806,1.41668165882
2013-06-18 12:30:00,-0.10296963,1.02985172475,1.3673503899
2013-06-18 13:00:00,-0.049068516,1.26620732566,1.30855031364
2013-06-18 13:30:00,-0.060028336,1.30513264043,1.32093397538
2013-06-18 14:00:00,,,1.25
2013-06-18 14:30:00,,,1.25
2013-06-18 15:00:00,-0.032455779,1.22085505952,1.28931991075
2013-06-18 15:30:00,,,1.25
2013-06-18 16:00:00,,,1.25
2013-06-18 16:30:00,,,1.25
2013-06-18 17:00:00,0.93658369,1.3272353969,1.25
2013-06-18 17:30:00,0.55672674,1.08569136291,1.25
2013-06-18 18:00:00,0.51734946,1.17095821043,1.25
2013-06-18 18:30:00,0.42510985,1.26720286608,1.25
2013-06-18 19:00:00,0.40767416,1.31480553784,1.25
2013-06-18 19:30:00,0.49756114,1.47953813869,1.25
2013-06-18 20:00:00,0.83040956,1.54790569334,1.25
2013-06-18 20:30:00,,,1.25
2013-06-18 21:00:00,,,1.25
2013-06-18 21:30:00,0.61131566,1.30777304234,1.25
2013-06-18 22:00:00,0.78829915,1.34127891506,1.25
2013-06-18 22:30:00,0.76996609,1.275196215,1.25
2013-06-18 23:00:00,1.3069895,1.59735138424,1.25
2013-06-18 23:30:00,,,1.25
2013-06-19 00:00:00,,,1.25
2013-06-19 00:30:00,,,1.25
2013-06-19 01:00:00,,,1.25
2013-06-19 01:30:00,,,1.25
2013-06-19 02:00:00,0.73925997,1.3184426904,1.25
2013-06-19 02:30:00,,,1.25
2013-06-19 03:00:00,,,1.25
2013-06-19 03:30:00,,,1.25
2013-06-19 04:00:00,,,1.25
2013-06-19 04:30:00,,,1.25
2013-06-19 05:00:00,,,1.25
2013-06-19 05:30:00,,,1.25
2013-06-19 06:00:00,0.56415796,1.35981250556,1.25
2013-06-19 06:30:00,,,1.25
2013-06-19 07:00:00,-0.25598167,1.13776742164,1.51147022829
2013-06-19 07:30:00,-0.53366814,1.34132997405,1.71905739295
2013-06-19 08:00:00,-0.1971546,1.14291896555,1.45940423156
2013-06-19 08:30:00,-0.20942759,1.1577404382,1.47057311559
2013-06-19 09:00:00,-0.10060502,1.28385687344,1.36487572637
2013-06-19 09:30:00,-0.087867003,1.20482553131,1.35138782214
2013-06-19 10:00:00,-0.14553187,1.16042120939,1.41044078582
2013-06-19 10:30:00,-0.1440797,1.07189447431,1.40901361057
2013-06-19 11:00:00,-0.1159893,1.0149092192,1.38081828608
2013-06-19 11:30:00,-0.15347564,1.2129502584,1.41819719774
2013-06-19 12:00:00,-0.11100805,1.07854160242,1.37569666831
2013-06-19 12:30:00,-0.038147684,1.21641931598,1.29597305875
2013-06-19 13:00:00,-0.11942016,1.11437813232,1.38432384987
2013-06-19 13:30:00,-0.24218822,1.18152723454,1.49958456667
2013-06-19 14:00:00,-0.11523815,1.26571734853,1.38004840115
2013-06-19 14:30:00,-0.20277702,1.12699620004,1.46454199501
2013-06-19 15:00:00,-0.19483062,1.23165506183,1.45726997562
2013-06-19 15:30:00,,,1.25
2013-06-19 16:00:00,,,1.25
2013-06-19 16:30:00,,,1.25
2013-06-19 17:00:00,,,1.25
2013-06-19 17:30:00,,,1.25
2013-06-19 18:00:00,,,1.25
2013-06-19 18:30:00,,,1.25
2013-06-19 19:00:00,,,1.25
2013-06-19 19:30:00,,,1.25
2013-06-19 20:00:00,,,1.25
2013-06-19 20:30:00,,,1.25
2013-06-19 21:00:00,,,1.25
2013-06-19 21:30:00,,,1.25
2013-06-19 22:00:00,,,1.25
2013-06-19 22:30:00,,,1.25
2013-06-19 23:00:00,,,1.25
2013-06-19 23:30:00,,,1.25
2013-06-20 00:00:00,,,1.25
2013-06-20 00:30:00,1.0656916,1.41683571998,1.25
2013-06-20 01:00:00,0.86323631,1.48333462463,1.25
2013-06-20 01:30:00,0.53185049,1.41186890588,1.25
2013-06-20 02:00:00,0.79461036,1.75377856828,1.25
2013-06-20 02:30:00,,,1.25
2013-06-20 03:00:00,,,1.25
2013-06-20 03:30:00,,,1.25
2013-06-20 04:00:00,,,1.25
2013-06-20 04:30:00,,,1.25
2013-06-20 05:00:00,0.45651693,1.32184658657,1.25
2013-06-20 05:30:00,,,1.25
2013-06-20 06:00:00,,,1.25
2013-06-20 06:30:00,,,1.25
2013-06-20 07:00:00,-0.53847646,1.14347797379,1.72222945389
2013-06-20 07:30:00,,,1.25
2013-06-20 08:00:00,-1.1986011,1.69054418833,2.0782469759
2013-06-20 08:30:00,-0.35105781,1.42071699998,1.58873656676
2013-06-20 09:00:00,-0.18904524,1.35513546731,1.45192956796
2013-06-20 09:30:00,-0.13888523,1.27915433794,1.40388472844
2013-06-20 10:00:00,-0.12975902,1.14633853845,1.3947818945
2013-06-20 10:30:00,-0.12551279,1.20196430908,1.39050574283
2013-06-20 11:00:00,-0.094041444,1.29606093749,1.35795921678
2013-06-20 11:30:00,-0.2595452,1.25095839628,1.51451067878
2013-06-20 12:00:00,-0.1141984,1.16740428512,1.37898129853
2013-06-20 12:30:00,-0.16747529,1.15773128058,1.43166375661
2013-06-20 13:00:00,-0.12990467,1.32130961529,1.39492810629
2013-06-20 13:30:00,-0.17675614,1.27000813716,1.4404534175
2013-06-20 14:00:00,-0.20952169,1.10664060023,1.47065809649
2013-06-20 14:30:00,-0.13256995,1.07869581058,1.39759827173
2013-06-20 15:00:00,,,1.25
2013-06-20 15:30:00,,,1.25
2013-06-20 16:00:00,,,1.25
2013-06-20 16:30:00,,,1.25
2013-06-20 17:00:00,,,1.25
2013-06-20 17:30:00,,,1.25
2013-06-20 18:00:00,,,1.25
2013-06-20 18:30:00,,,1.25
2013-06-20 19:00:00,,,1.25
2013-06-20 19:30:00,1.0943964,1.50812287321,1.25
2013-06-20 20:00:00,0.64779889,1.23035234347,1.25
2013-06-20 20:30:00,0.90246293,1.37604719724,1.25
2013-06-20 21:00:00,1.259041,1.60603455042,1.25
2013-06-20 21:30:00,,,1.25
2013-06-20 22:00:00,,,1.25
2013-06-20 22:30:00,,,1.25
2013-06-20 23:00:00,,,1.25
2013-06-20 23:30:00,1.284118,1.52563519653,1.25
2013-06-21 00:00:00,0.66516569,1.18425866064,1.25
2013-06-21 00:30:00,0.37202005,1.17249819434,1.25
2013-06-21 01:00:00,0.32776808,1.19000521382,1.25
2013-06-21 01:30:00,,,1.25
2013-06-21 02:00:00,0.95616648,1.44013861784,1.25
2013-06-21 02:30:00,1.0644979,1.4568257206,1.25
2013-06-21 03:00:00,1.1652653,1.58506328211,1.25
2013-06-21 03:30:00,,,1.25
2013-06-21 04:00:00,,,1.25
2013-06-21 04:30:00,,,1.25
2013-06-21 05:00:00,,,1.25
2013-06-21 05:30:00,,,1.25
2013-06-21 06:00:00,,,1.25
2013-06-21 06:30:00,,,1.25
2013-06-21 07:00:00,-0.57964471,1.26683168644,1.74892240845
2013-06-21 07:30:00,-1.2231601,1.66820728439,2.08929386422
2013-06-21 08:00:00,-0.3836514,1.47179779825,1.61356723812
2013-06-21 08:30:00,-0.3202804,1.12755694036,1.56455494955
2013-06-21 09:00:00,-0.61950894,1.60992063059,1.7740156092
2013-06-21 09:30:00,-0.27202046,1.30132562757,1.52505973183
2013-06-21 10:00:00,-0.1047258,1.1723980307,1.36918251519
2013-06-21 10:30:00,-0.11015865,1.18952719415,1.37481951832
2013-06-21 11:00:00,-0.084403038,1.08877303985,1.34767300099
2013-06-21 11:30:00,-0.095274576,1.37615002963,1.35926403172
2013-06-21 12:00:00,-0.13205435,1.16796363325,1.39708252259
2013-06-21 12:30:00,-0.10973294,1.12417995176,1.37437947896
2013-06-21 13:00:00,-0.24479156,1.26494783865,1.50184226192
2013-06-21 13:30:00,-0.21389816,1.10632334141,1.47459964716
2013-06-21 14:00:00,-0.33049732,1.35599531777,1.57266491758
2013-06-21 14:30:00,-0.8938208,1.72215954319,1.9301162601
2013-06-21 15:00:00,,,1.25
2013-06-21 15:30:00,,,1.25
2013-06-21 16:00:00,,,1.25
2013-06-21 16:30:00,-0.33620456,1.0215131544,1.57715902359
2013-06-21 17:00:00,,,1.25
2013-06-21 17:30:00,,,1.25
2013-06-21 18:00:00,,,1.25
2013-06-21 18:30:00,,,1.25
2013-06-21 19:00:00,1.247132,1.48883021066,1.25
2013-06-21 19:30:00,0.61007077,1.17848133082,1.25
2013-06-21 20:00:00,0.40015152,1.25205508497,1.25
2013-06-21 20:30:00,,,1.25
2013-06-21 21:00:00,0.65353328,1.25019792675,1.25
2013-06-21 21:30:00,0.31695378,1.43215333508,1.25
2013-06-21 22:00:00,,,1.25
2013-06-21 22:30:00,0.38119416,1.19746519901,1.25
2013-06-21 23:00:00,0.47975348,1.21132812639,1.25
2013-06-21 23:30:00,0.50399917,1.17951163053,1.25
2013-06-22 00:00:00,0.60795247,1.27740859868,1.25
2013-06-22 00:30:00,0.66044116,1.54753522949,1.25
2013-06-22 01:00:00,0.18719602,1.27381983058,1.25
2013-06-22 01:30:00,,,1.25
2013-06-22 02:00:00,,,1.25
2013-06-22 02:30:00,,,1.25
2013-06-22 03:00:00,,,1.25
2013-06-22 03:30:00,,,1.25
2013-06-22 04:00:00,,,1.25
2013-06-22 04:30:00,,,1.25
2013-06-22 05:00:00,,,1.25
2013-06-22 05:30:00,,,1.25
2013-06-22 06:00:00,,,1.25
2013-06-22 06:30:00,,,1.25
2013-06-22 07:00:00,-0.8038874,1.23610010558,1.88176485983
2013-06-22 07:30:00,-0.55514835,1.23762103592,1.73313845117
2013-06-22 08:00:00,-0.18333583,0.97381108797,1.44662048922
2013-06-22 08:30:00,-0.15296349,1.14889895794,1.41769968256
2013-06-22 09:00:00,-0.11435903,1.22555778075,1.37914626208
2013-06-22 09:30:00,-0.078792565,1.16946517952,1.34161240995
2013-06-22 10:00:00,-0.089523358,1.1735557055,1.35315693299
2013-06-22 10:30:00,-0.083953205,1.18836267028,1.34718908693
2013-06-22 11:00:00,-0.14457036,1.38399987064,1.40949614865
2013-06-22 11:30:00,-0.27746468,1.38101127481,1.52961794459
2013-06-22 12:00:00,-0.093717456,1.21532039193,1.35761597884
2013-06-22 12:30:00,-0.12388554,1.12652670487,1.38886003458
2013-06-22 13:00:00,,,1.25
2013-06-22 13:30:00,,,1.25
2013-06-22 14:00:00,-0.4756202,1.48874735936,1.67980275809
2013-06-22 14:30:00,-0.75653685,1.33627191737,1.85527669124
2013-06-22 15:00:00,-1.8589522,1.71884327401,2.34197796129
2013-06-22 15:30:00,,,1.25
2013-06-22 16:00:00,,,1.25
2013-06-22 16:30:00,,,1.25
2013-06-22 17:00:00,,,1.25
2013-06-22 17:30:00,,,1.25
2013-06-22 18:00:00,,,1.25
2013-06-22 18:30:00,,,1.25
2013-06-22 19:00:00,,,1.25
2013-06-22 19:30:00,,,1.25
